DATA	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	C65	C66	C67	C68	C69	C70	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	C89	C90	C91	C92	C93	C94	C95	C96	C97	C98	C99	C100	C101	C102	C103	C104	C105	C106	C107	C108	C109	C110	C111	C112	C113	C114	C115	C116	C117	C118	C119	C120	C121	C122	C123	C124	C125	C126	C127	C128	C129	C130	C131	C132	C133	C134	C135	C136	C137	C138	C139	C140	C141	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151
C110	Experiment	Isotope		66																																																																																																																																																			
C111	Experiment	Isotope		68																																																																																																																																																			
C112	Experiment	Isotope		69																																																																																																																																																			
C113	Experiment	Isotope		72																																																																																																																																																			
C114	Experiment	Isotope		75																																																																																																																																																			
C115	Experiment	Isotope		85																																																																																																																																																			
C116	Experiment	Isotope		88																																																																																																																																																			
C117	Experiment	Isotope		95																																																																																																																																																			
C118	Experiment	Isotope		98																																																																																																																																																			
C119	Experiment	Isotope		101																																																																																																																																																			
C120	Experiment	Isotope		103																																																																																																																																																			
C121	Experiment	Isotope		105																																																																																																																																																			
C122	Experiment	Isotope		106																																																																																																																																																			
C123	Experiment	Isotope		111																																																																																																																																																			
C124	Experiment	Isotope		120																																																																																																																																																			
C125	Experiment	Isotope		121																																																																																																																																																			
C126	Experiment	Isotope		125																																																																																																																																																			
C127	Experiment	Isotope		133																																																																																																																																																			
C128	Experiment	Isotope		137																																																																																																																																																			
C129	Experiment	Isotope		139																																																																																																																																																			
C130	Experiment	Isotope		140																																																																																																																																																			
C131	Experiment	Isotope		141																																																																																																																																																			
C132	Experiment	Isotope		146																																																																																																																																																			
C133	Experiment	Isotope		147																																																																																																																																																			
C134	Experiment	Isotope		153																																																																																																																																																			
C135	Experiment	Isotope		157																																																																																																																																																			
C136	Experiment	Isotope		163																																																																																																																																																			
C137	Experiment	Isotope		165																																																																																																																																																			
C138	Experiment	Isotope		166																																																																																																																																																			
C139	Experiment	Isotope		169																																																																																																																																																			
C140	Experiment	Isotope		172																																																																																																																																																			
C141	Experiment	Isotope		175																																																																																																																																																			
C142	Experiment	Isotope		178																																																																																																																																																			
C143	Experiment	Isotope		181																																																																																																																																																			
C144	Experiment	Isotope		182																																																																																																																																																			
C145	Experiment	Isotope		185																																																																																																																																																			
C146	Experiment	Isotope		195																																																																																																																																																			
C147	Experiment	Isotope		205																																																																																																																																																			
C148	Experiment	Isotope		208																																																																																																																																																			
C149	Experiment	Isotope		232																																																																																																																																																			
C150	Experiment	Isotope		238																																																																																																																																																			
C101	Experiment	Fraction		Suspension																																																																																																																																																			
C102	Experiment	Fraction		Suspension																																																																																																																																																			
C103	Experiment	Fraction		Suspension																																																																																																																																																			
C104	Experiment	Fraction		Suspension																																																																																																																																																			
C105	Experiment	Fraction		Suspension																																																																																																																																																			
C106	Experiment	Fraction		Suspension																																																																																																																																																			
C107	Experiment	Fraction		Suspension																																																																																																																																																			
C108	Experiment	Fraction		Suspension																																																																																																																																																			
C109	Experiment	Fraction		Suspension																																																																																																																																																			
C110	Experiment	Fraction		Suspension																																																																																																																																																			
C111	Experiment	Fraction		Suspension																																																																																																																																																			
C112	Experiment	Fraction		Suspension																																																																																																																																																			
C113	Experiment	Fraction		Suspension																																																																																																																																																			
C114	Experiment	Fraction		Suspension																																																																																																																																																			
C115	Experiment	Fraction		Suspension																																																																																																																																																			
C116	Experiment	Fraction		Suspension																																																																																																																																																			
C117	Experiment	Fraction		Suspension																																																																																																																																																			
C118	Experiment	Fraction		Suspension																																																																																																																																																			
C119	Experiment	Fraction		Suspension																																																																																																																																																			
C120	Experiment	Fraction		Suspension																																																																																																																																																			
C121	Experiment	Fraction		Suspension																																																																																																																																																			
C122	Experiment	Fraction		Suspension																																																																																																																																																			
C123	Experiment	Fraction		Suspension																																																																																																																																																			
C124	Experiment	Fraction		Suspension																																																																																																																																																			
C125	Experiment	Fraction		Suspension																																																																																																																																																			
C126	Experiment	Fraction		Suspension																																																																																																																																																			
C127	Experiment	Fraction		Suspension																																																																																																																																																			
C128	Experiment	Fraction		Suspension																																																																																																																																																			
C129	Experiment	Fraction		Suspension																																																																																																																																																			
C130	Experiment	Fraction		Suspension																																																																																																																																																			
C131	Experiment	Fraction		Suspension																																																																																																																																																			
C132	Experiment	Fraction		Suspension																																																																																																																																																			
C133	Experiment	Fraction		Suspension																																																																																																																																																			
C134	Experiment	Fraction		Suspension																																																																																																																																																			
C135	Experiment	Fraction		Suspension																																																																																																																																																			
C136	Experiment	Fraction		Suspension																																																																																																																																																			
C137	Experiment	Fraction		Suspension																																																																																																																																																			
C138	Experiment	Fraction		Suspension																																																																																																																																																			
C139	Experiment	Fraction		Suspension																																																																																																																																																			
C140	Experiment	Fraction		Suspension																																																																																																																																																			
C141	Experiment	Fraction		Suspension																																																																																																																																																			
C142	Experiment	Fraction		Suspension																																																																																																																																																			
C143	Experiment	Fraction		Suspension																																																																																																																																																			
C144	Experiment	Fraction		Suspension																																																																																																																																																			
C145	Experiment	Fraction		Suspension																																																																																																																																																			
C146	Experiment	Fraction		Suspension																																																																																																																																																			
C147	Experiment	Fraction		Suspension																																																																																																																																																			
C148	Experiment	Fraction		Suspension																																																																																																																																																			
C149	Experiment	Fraction		Suspension																																																																																																																																																			
C150	Experiment	Fraction		Suspension																																																																																																																																																			
C1	DataSeries	SeriesID		Ti																																																																																																																																																			
C2	DataSeries	SeriesID		V																																																																																																																																																			
C3	DataSeries	SeriesID		Cr52																																																																																																																																																			
C4	DataSeries	SeriesID		Cr53																																																																																																																																																			
C5	DataSeries	SeriesID		Mn																																																																																																																																																			
C6	DataSeries	SeriesID		Fe																																																																																																																																																			
C7	DataSeries	SeriesID		Co																																																																																																																																																			
C8	DataSeries	SeriesID		Ni																																																																																																																																																			
C9	DataSeries	SeriesID		Cu																																																																																																																																																			
C10	DataSeries	SeriesID		Zn66																																																																																																																																																			
C11	DataSeries	SeriesID		Zn68																																																																																																																																																			
C12	DataSeries	SeriesID		Ga																																																																																																																																																			
C13	DataSeries	SeriesID		Ge																																																																																																																																																			
C14	DataSeries	SeriesID		As																																																																																																																																																			
C15	DataSeries	SeriesID		Rb																																																																																																																																																			
C16	DataSeries	SeriesID		Sr																																																																																																																																																			
C17	DataSeries	SeriesID		Mo95																																																																																																																																																			
C18	DataSeries	SeriesID		Mo98																																																																																																																																																			
C19	DataSeries	SeriesID		Ru																																																																																																																																																			
C20	DataSeries	SeriesID		Rh																																																																																																																																																			
C21	DataSeries	SeriesID		Pd																																																																																																																																																			
C22	DataSeries	SeriesID		Cd106																																																																																																																																																			
C23	DataSeries	SeriesID		Cd111																																																																																																																																																			
C24	DataSeries	SeriesID		Sn120																																																																																																																																																			
C25	DataSeries	SeriesID		Sb																																																																																																																																																			
C26	DataSeries	SeriesID		Te																																																																																																																																																			
C27	DataSeries	SeriesID		Cs																																																																																																																																																			
C28	DataSeries	SeriesID		Ba																																																																																																																																																			
C29	DataSeries	SeriesID		La																																																																																																																																																			
C30	DataSeries	SeriesID		Ce																																																																																																																																																			
C31	DataSeries	SeriesID		Pr																																																																																																																																																			
C32	DataSeries	SeriesID		Nd																																																																																																																																																			
C33	DataSeries	SeriesID		Sm																																																																																																																																																			
C34	DataSeries	SeriesID		Eu																																																																																																																																																			
C35	DataSeries	SeriesID		Gd																																																																																																																																																			
C36	DataSeries	SeriesID		Dy																																																																																																																																																			
C37	DataSeries	SeriesID		Ho																																																																																																																																																			
C38	DataSeries	SeriesID		Er																																																																																																																																																			
C39	DataSeries	SeriesID		Tm																																																																																																																																																			
C40	DataSeries	SeriesID		Yb																																																																																																																																																			
C41	DataSeries	SeriesID		Lu																																																																																																																																																			
C42	DataSeries	SeriesID		Hf																																																																																																																																																			
C43	DataSeries	SeriesID		Ta																																																																																																																																																			
C44	DataSeries	SeriesID		W																																																																																																																																																			
C45	DataSeries	SeriesID		Re																																																																																																																																																			
C46	DataSeries	SeriesID		Pt																																																																																																																																																			
C47	DataSeries	SeriesID		Tl																																																																																																																																																			
C48	DataSeries	SeriesID		Pb208																																																																																																																																																			
C49	DataSeries	SeriesID		Th																																																																																																																																																			
C50	DataSeries	SeriesID		U																																																																																																																																																			
C51	DataSeries	SeriesID		Ti																																																																																																																																																			
C52	DataSeries	SeriesID		V																																																																																																																																																			
C53	DataSeries	SeriesID		Cr52																																																																																																																																																			
C54	DataSeries	SeriesID		Cr53																																																																																																																																																			
C55	DataSeries	SeriesID		Mn																																																																																																																																																			
C56	DataSeries	SeriesID		Fe																																																																																																																																																			
C57	DataSeries	SeriesID		Co																																																																																																																																																			
C58	DataSeries	SeriesID		Ni																																																																																																																																																			
C59	DataSeries	SeriesID		Cu																																																																																																																																																			
C60	DataSeries	SeriesID		Zn66																																																																																																																																																			
C61	DataSeries	SeriesID		Zn68																																																																																																																																																			
C62	DataSeries	SeriesID		Ga																																																																																																																																																			
C63	DataSeries	SeriesID		Ge																																																																																																																																																			
C64	DataSeries	SeriesID		As																																																																																																																																																			
C65	DataSeries	SeriesID		Rb																																																																																																																																																			
C66	DataSeries	SeriesID		Sr																																																																																																																																																			
C67	DataSeries	SeriesID		Mo95																																																																																																																																																			
C68	DataSeries	SeriesID		Mo98																																																																																																																																																			
C69	DataSeries	SeriesID		Ru																																																																																																																																																			
C70	DataSeries	SeriesID		Rh																																																																																																																																																			
C71	DataSeries	SeriesID		Pd																																																																																																																																																			
C72	DataSeries	SeriesID		Cd106																																																																																																																																																			
C73	DataSeries	SeriesID		Cd111																																																																																																																																																			
C74	DataSeries	SeriesID		Sn120																																																																																																																																																			
C75	DataSeries	SeriesID		Sb																																																																																																																																																			
C76	DataSeries	SeriesID		Te																																																																																																																																																			
C77	DataSeries	SeriesID		Cs																																																																																																																																																			
C78	DataSeries	SeriesID		Ba																																																																																																																																																			
C79	DataSeries	SeriesID		La																																																																																																																																																			
C80	DataSeries	SeriesID		Ce																																																																																																																																																			
C81	DataSeries	SeriesID		Pr																																																																																																																																																			
C82	DataSeries	SeriesID		Nd																																																																																																																																																			
C83	DataSeries	SeriesID		Sm																																																																																																																																																			
C84	DataSeries	SeriesID		Eu																																																																																																																																																			
C85	DataSeries	SeriesID		Gd																																																																																																																																																			
C86	DataSeries	SeriesID		Dy																																																																																																																																																			
C87	DataSeries	SeriesID		Ho																																																																																																																																																			
C88	DataSeries	SeriesID		Er																																																																																																																																																			
C89	DataSeries	SeriesID		Tm																																																																																																																																																			
C90	DataSeries	SeriesID		Yb																																																																																																																																																			
C91	DataSeries	SeriesID		Lu																																																																																																																																																			
C92	DataSeries	SeriesID		Hf																																																																																																																																																			
C93	DataSeries	SeriesID		Ta																																																																																																																																																			
C94	DataSeries	SeriesID		W																																																																																																																																																			
C95	DataSeries	SeriesID		Re																																																																																																																																																			
C96	DataSeries	SeriesID		Pt																																																																																																																																																			
C97	DataSeries	SeriesID		Tl																																																																																																																																																			
C98	DataSeries	SeriesID		Pb208																																																																																																																																																			
C99	DataSeries	SeriesID		Th																																																																																																																																																			
C100	DataSeries	SeriesID		U																																																																																																																																																			
C101	DataSeries	SeriesID		Ti																																																																																																																																																			
C102	DataSeries	SeriesID		V																																																																																																																																																			
C103	DataSeries	SeriesID		Cr52																																																																																																																																																			
C104	DataSeries	SeriesID		Cr53																																																																																																																																																			
C105	DataSeries	SeriesID		Mn																																																																																																																																																			
C106	DataSeries	SeriesID		Fe																																																																																																																																																			
C107	DataSeries	SeriesID		Co																																																																																																																																																			
C108	DataSeries	SeriesID		Ni																																																																																																																																																			
C109	DataSeries	SeriesID		Cu																																																																																																																																																			
C110	DataSeries	SeriesID		Zn66																																																																																																																																																			
C111	DataSeries	SeriesID		Zn68																																																																																																																																																			
C112	DataSeries	SeriesID		Ga																																																																																																																																																			
C113	DataSeries	SeriesID		Ge																																																																																																																																																			
C114	DataSeries	SeriesID		As																																																																																																																																																			
C115	DataSeries	SeriesID		Rb																																																																																																																																																			
C116	DataSeries	SeriesID		Sr																																																																																																																																																			
C117	DataSeries	SeriesID		Mo95																																																																																																																																																			
C118	DataSeries	SeriesID		Mo98																																																																																																																																																			
C119	DataSeries	SeriesID		Ru																																																																																																																																																			
C120	DataSeries	SeriesID		Rh																																																																																																																																																			
C121	DataSeries	SeriesID		Pd																																																																																																																																																			
C122	DataSeries	SeriesID		Cd106																																																																																																																																																			
C123	DataSeries	SeriesID		Cd111																																																																																																																																																			
C124	DataSeries	SeriesID		Sn120																																																																																																																																																			
C125	DataSeries	SeriesID		Sb																																																																																																																																																			
C126	DataSeries	SeriesID		Te																																																																																																																																																			
C127	DataSeries	SeriesID		Cs																																																																																																																																																			
C128	DataSeries	SeriesID		Ba																																																																																																																																																			
C129	DataSeries	SeriesID		La																																																																																																																																																			
C130	DataSeries	SeriesID		Ce																																																																																																																																																			
C131	DataSeries	SeriesID		Pr																																																																																																																																																			
C132	DataSeries	SeriesID		Nd																																																																																																																																																			
C133	DataSeries	SeriesID		Sm																																																																																																																																																			
C134	DataSeries	SeriesID		Eu																																																																																																																																																			
C135	DataSeries	SeriesID		Gd																																																																																																																																																			
C136	DataSeries	SeriesID		Dy																																																																																																																																																			
C137	DataSeries	SeriesID		Ho																																																																																																																																																			
C138	DataSeries	SeriesID		Er																																																																																																																																																			
C139	DataSeries	SeriesID		Tm																																																																																																																																																			
C140	DataSeries	SeriesID		Yb																																																																																																																																																			
C141	DataSeries	SeriesID		Lu																																																																																																																																																			
C142	DataSeries	SeriesID		Hf																																																																																																																																																			
C143	DataSeries	SeriesID		Ta																																																																																																																																																			
C144	DataSeries	SeriesID		W																																																																																																																																																			
C145	DataSeries	SeriesID		Re																																																																																																																																																			
C146	DataSeries	SeriesID		Pt																																																																																																																																																			
C147	DataSeries	SeriesID		Tl																																																																																																																																																			
C148	DataSeries	SeriesID		Pb208																																																																																																																																																			
C149	DataSeries	SeriesID		Th																																																																																																																																																			
C150	DataSeries	SeriesID		U																																																																																																																																																			
C1	Property	Measurement	uM	Concentration																																																																																																																																																			
C2	Property	Measurement	uM	Concentration																																																																																																																																																			
C3	Property	Measurement	uM	Concentration																																																																																																																																																			
C4	Property	Measurement	uM	Concentration																																																																																																																																																			
C5	Property	Measurement	uM	Concentration																																																																																																																																																			
C6	Property	Measurement	uM	Concentration																																																																																																																																																			
C7	Property	Measurement	uM	Concentration																																																																																																																																																			
C8	Property	Measurement	uM	Concentration																																																																																																																																																			
C9	Property	Measurement	uM	Concentration																																																																																																																																																			
C10	Property	Measurement	uM	Concentration																																																																																																																																																			
C11	Property	Measurement	uM	Concentration																																																																																																																																																			
