DATA	C1	C2	C3	C4	C5	C6	C7	C8
R853	500.01	20	2470.21	10744.03	30	140	220	450.01
R854	700.02	40	2510.22	10463.83	30	180	320	330
R855	610.01	100	2410.2	10904.15	40	200	330	450.01
R856	560.01	60	2580.23	10413.79	70	140	290	440.01
R857	520.01	60	2330.19	10303.71	20	210	300	410.01
R858	520.01	30	2560.23	10383.77	20	120	240	360
R859	640.01	30	2540.22	10093.56	70	180	300	400.01
R860	630.01	60	2580.23	10193.63	20	180	260	460.01
R861	680.02	70	2510.22	9232.98	30	170	250	480.01
R862	560.01	70	2510.22	10593.92	20	190	230	360
R863	610.01	60	2260.18	10533.88	20	200	230	400.01
R864	510.01	30	2460.21	10183.62	20	160	360	360
R865	590.01	40	2450.21	10023.51	20	100	210	400.01
R866	490.01	70	2560.23	10794.07	50	140	200	410.01
R867	670.02	50	2330.19	10784.06	20	110	260	360
R868	560.01	50	2300.18	10694	10	180	270	290
R869	520.01	70	2890.29	10073.55	40	170	240	470.01
R870	480.01	80	2460.21	10974.21	30	150	240	430.01
R871	570.01	30	2450.21	9723.31	20	230	300	320
R872	650.01	10	2650.25	10884.14	40	210	270	410.01
R873	690.02	50	2340.19	10083.55	40	90	340	400.01
R874	600.01	40	2360.19	9963.47	50	220	290	410.01
R875	600.01	60	2220.17	10764.05	30	220	310	350
R876	460.01	30	2440.21	10223.65	40	220	330	440.01
R877	660.02	40	2480.21	10103.57	20	130	290	460.01
R878	510.01	30	2510.22	11074.29	30	210	290	340
R879	670.02	50	2570.23	10203.64	30	160	270	550.01
R880	520.01	70	2510.22	10333.73	20	100	270	460.01
R881	570.01	30	2380.2	10463.83	10	200	240	380.01
R882	540.01	50	2730.26	10403.78	10	220	290	390.01
R883	580.01	80	2690.25	10834.1	10	150	290	500.01
R884	510.01	40	2860.29	10704	20	150	210	320
R885	490.01	90	2380.2	10363.75	0	160	190	310
R886	720.02	60	2330.19	10093.56	60	160	310	530.01
R887	740.02	70	2290.18	10784.06	30	130	300	470.01
R888	530.01	10	2650.25	10754.04	30	160	270	390.01
R889	650.01	50	2420.2	10804.08	50	150	260	360
R890	630.01	60	2570.23	10423.8	60	160	370	300
R891	600.01	50	2350.19	10694	30	120	200	310
R892	480.01	30	2830.28	10123.58	20	170	240	390.01
R893	440.01	60	2230.17	10413.79	30	260	280	370.01
R894	630.01	50	2420.2	10613.94	30	190	270	410.01
R895	560.01	40	2740.26	10223.65	30	130	260	300
R896	570.01	90	2670.25	10583.91	20	160	320	420.01
R897	530.01	10	2460.21	10754.04	30	220	280	520.01
R898	510.01	40	2490.22	10764.05	40	120	210	330
R899	580.01	40	2570.23	10453.82	20	100	260	490.01
R900	610.01	70	2500.22	9683.28	50	90	200	260
R901	570.01	60	2690.25	9843.39	30	180	190	370.01
R902	580.01	20	2440.21	9933.45	20	170	220	260
R903	620.01	40	2600.24	10704	40	160	210	420.01
R904	690.02	50	2500.22	10643.96	50	150	240	330
R905	600.01	30	2550.23	10113.57	20	140	270	380.01
R906	540.01	20	2370.2	10283.7	40	160	350	360
R907	760.02	50	2620.24	10233.66	60	210	230	440.01
R908	880.03	30	2390.2	10633.95	20	150	340	380.01
R909	470.01	20	2450.21	10633.95	0	160	220	360
R910	570.01	20	2480.21	10704	20	130	270	370.01
R911	660.02	40	2580.23	10704	20	150	250	390.01
R912	450.01	40	2420.2	10023.51	10	140	220	460.01
R913	500.01	10	2380.2	10353.75	10	180	240	420.01
R914	410.01	100	2730.26	10934.18	30	160	230	270
R915	530.01	20	2470.21	10623.94	20	160	300	300
R916	430.01	70	2420.2	10493.85	20	130	290	420.01
R917	630.01	50	2490.22	11014.24	0	180	250	360
R918	720.02	30	2540.22	10303.71	20	110	380.01	350
R919	680.02	30	2690.25	10483.84	30	160	290	370.01
R920	490.01	30	2340.19	9923.44	20	160	340	410.01
R921	590.01	10	2360.19	10363.75	10	150	270	440.01
R922	610.01	10	2340.19	10744.03	10	180	280	520.01
R923	430.01	20	2290.18	10443.81	40	160	310	360
R924	690.02	40	2390.2	10363.75	20	90	300	470.01
R925	540.01	10	2340.19	10153.6	50	130	220	490.01
R926	530.01	20	2490.22	10073.55	40	170	240	410.01
R927	580.01	80	2430.21	9713.3	10	150	270	330
R928	500.01	20	2320.19	9943.46	60	240	300	480.01
R929	710.02	50	2360.19	9783.34	10	180	240	350
R930	510.01	40	2350.19	10393.78	50	190	300	430.01
R931	500.01	70	2480.21	9813.37	30	150	320	530.01
R932	520.01	40	2500.22	10934.18	30	150	270	380.01
R933	710.02	10	2660.25	10453.82	20	190	310	420.01
R934	550.01	10	2420.2	9833.38	0	170	180	410.01
R935	530.01	20	2680.25	11054.27	50	230	190	420.01
R936	580.01	10	2170.16	10724.02	40	190	210	390.01
R937	510.01	60	2240.18	10353.75	30	190	300	450.01
R938	570.01	40	2610.24	9793.35	10	160	320	350
R939	650.01	20	2550.23	10153.6	20	90	360	420.01
R940	550.01	20	2270.18	10123.58	20	90	180	400.01
R941	640.01	40	2420.2	9983.48	0	150	190	430.01
R942	540.01	30	2780.27	9803.36	40	160	290	410.01
R943	490.01	30	2330.19	10754.04	50	170	230	430.01
R944	660.02	10	2220.17	10083.55	40	170	280	340
R945	570.01	40	2520.22	10353.75	20	140	210	270
R946	700.02	30	2410.2	10113.57	30	160	200	400.01
R947	440.01	30	2460.21	10253.67	10	120	180	440.01
R948	530.01	60	2280.18	11014.24	70	140	240	440.01
R949	680.02	10	2610.24	10383.77	30	200	240	340
R950	730.02	90	2520.22	10774.06	10	110	220	330
R951	530.01	10	2260.18	10423.8	40	130	240	370.01
R952	540.01	10	2390.2	10804.08	20	170	340	420.01
R953	570.01	60	2520.22	9703.29	40	90	270	440.01
R954	540.01	20	2510.22	10734.03	30	130	330	340
R955	590.01	60	2570.23	10633.95	40	180	240	400.01
R956	470.01	30	2460.21	9923.44	30	200	300	430.01
R957	540.01	40	2460.21	10083.55	30	180	240	400.01
R958	660.02	30	2210.17	10033.52	10	120	230	380.01
R959	500.01	20	2480.21	10173.62	10	150	380.01	540.01
R960	680.02	20	2280.18	10483.84	0	170	230	420.01
R961	490.01	70	2180.17	10193.63	40	210	250	420.01
R962	730.02	80	2210.17	10383.77	20	160	320	490.01
R963	540.01	30	2480.21	9543.18	20	110	270	360
R964	610.01	90	2460.21	10483.84	40	250	310	470.01
R965	520.01	0	2130.16	10313.72	10	210	230	380.01
R966	600.01	70	2510.22	9973.48	40	200	370	460.01
R967	560.01	50	2200.17	9463.13	30	200	200	340
R968	600.01	40	2360.19	9743.32	70	160	280	310
R969	600.01	40	2340.19	10643.96	40	190	230	310
R970	550.01	40	2350.19	10273.69	20	140	280	350
R971	610.01	50	2550.23	10223.65	20	200	280	540.01
R972	440.01	10	2730.26	10533.88	30	130	270	500.01
R973	630.01	50	2630.24	10113.57	20	210	280	480.01
R974	400.01	30	2490.22	10083.55	60	140	380.01	350
R975	670.02	10	2360.19	10483.84	20	170	360	320
R976	630.01	40	2400.2	10053.53	0	220	280	350
R977	610.01	40	2490.22	10583.91	50	160	260	430.01
R978	590.01	80	2440.21	10423.8	20	170	270	320
R979	670.02	40	2200.17	10303.71	50	200	350	430.01
R980	450.01	10	2120.16	10053.53	30	180	260	420.01
R981	550.01	40	2640.24	9943.46	50	120	280	490.01
R982	540.01	40	2320.19	10493.85	20	150	240	340
R983	510.01	50	2330.19	10483.84	30	140	270	420.01
R984	640.01	30	2260.18	10493.85	60	140	470.01	470.01
R985	570.01	40	2580.23	10363.75	30	150	280	380.01
R986	560.01	40	2680.25	9763.33	20	240	300	450.01
R987	570.01	60	2430.21	9893.42	10	100	240	370.01
R988	540.01	30	2400.2	10053.53	10	150	270	350
R989	550.01	50	2550.23	10273.69	20	220	250	320
R990	520.01	30	2430.21	10383.77	50	190	270	370.01
R991	610.01	80	2450.21	10954.19	40	100	300	270
R992	820.02	30	2530.22	9993.49	20	160	310	440.01
R993	470.01	10	2320.19	10393.78	30	130	300	490.01
R994	590.01	60	2480.21	10663.97	10	140	250	460.01
R995	570.01	50	2640.24	10744.03	10	120	270	310
R996	650.01	20	2290.18	10353.75	20	220	230	380.01
R997	630.01	40	2650.25	9973.48	40	180	320	370.01
R998	620.01	50	2490.22	10123.58	40	150	350	390.01
R999	530.01	90	2340.19	10033.52	10	200	260	410.01
R1000	500.01	20	2360.19	10423.8	20	140	280	320
R1001	650.01	50	2440.21	10243.67	40	130	250	340
R1002	540.01	10	2360.19	10633.95	20	140	340	420.01
R1003	710.02	30	2480.21	10273.69	30	200	210	360
R1004	420.01	40	2480.21	9803.36	60	180	240	400.01
R1005	400.01	40	2660.25	10143.6	0	210	330	360
R1006	470.01	30	2400.2	10864.12	10	120	220	440.01
R1007	620.01	20	2430.21	10133.59	40	120	220	370.01
R1008	630.01	40	2510.22	9993.49	20	110	280	520.01
R1009	540.01	40	2610.24	10113.57	30	240	350	290
R1010	500.01	60	2690.25	10613.94	20	70	280	440.01
R1011	670.02	60	2590.23	10683.99	10	210	350	430.01
R1012	590.01	30	2230.17	9963.47	10	150	190	440.01
R1013	430.01	30	2410.2	10233.66	20	170	280	330
R1014	570.01	10	2630.24	10323.72	20	160	240	370.01
R1015	610.01	60	2390.2	10233.66	50	200	240	410.01
R1016	530.01	70	2530.22	9793.35	40	190	360	380.01
R1017	550.01	50	2560.23	10473.83	20	190	210	350
R1018	520.01	40	2540.22	10213.64	40	160	340	330
R1019	670.02	40	2250.18	10694	0	200	260	310
R1020	610.01	40	2740.26	10633.95	20	150	220	340
R1021	580.01	30	2520.22	10173.62	40	130	310	390.01
R1022	540.01	40	2530.22	10333.73	30	230	240	440.01
R1023	560.01	10	2370.2	10523.87	30	130	240	390.01
R1024	560.01	20	2290.18	9753.32	40	60	280	380.01
R1025	480.01	50	2560.23	10123.58	40	110	170	430.01
R1026	590.01	50	2480.21	9853.39	50	180	240	380.01
R1027	550.01	20	2540.22	10483.84	20	160	240	390.01
R1028	510.01	20	2510.22	10764.05	50	160	310	430.01
R1029	590.01	30	2480.21	10293.7	20	170	240	430.01
R1030	680.02	20	2450.21	10834.1	20	100	310	410.01
R1031	580.01	40	2380.2	10493.85	20	130	210	440.01
R1032	360	40	2550.23	10704	0	170	330	340
R1033	560.01	30	2520.22	10053.53	30	90	270	400.01
R1034	560.01	20	2550.23	10834.1	30	140	160	380.01
R1035	540.01	30	2160.16	9903.43	40	100	270	430.01
R1036	470.01	40	2660.25	10373.76	10	170	300	380.01
R1037	550.01	70	2350.19	10563.9	30	170	310	370.01
R1038	610.01	20	2370.2	10804.08	0	120	280	300
R1039	570.01	20	2680.25	9783.34	10	50	280	410.01
R1040	490.01	60	2530.22	10303.71	10	170	220	330
R1041	490.01	40	2660.25	10553.89	30	90	250	280
R1042	580.01	20	2260.18	10523.87	50	150	270	360
R1043	580.01	50	2740.26	10043.52	10	130	270	390.01
R1044	620.01	30	2530.22	10213.64	20	140	240	360
R1045	840.02	40	2290.18	10233.66	10	170	180	410.01
R1046	660.02	80	2540.22	10083.55	10	120	280	390.01
R1047	440.01	30	2320.19	10093.56	0	180	220	360
R1048	530.01	30	2470.21	10473.83	10	160	310	320
R1049	450.01	50	2500.22	10694	10	150	280	370.01
R1050	530.01	20	2540.22	10523.87	10	90	380.01	450.01
R1051	600.01	50	2760.27	10383.77	10	210	250	280
R1052	670.02	50	2630.24	10153.6	40	140	170	420.01
R1053	610.01	20	2080.15	10263.68	60	120	240	410.01
R1054	700.02	20	2570.23	10844.11	20	150	220	330
R1055	580.01	40	2700.25	10453.82	20	180	390.01	370.01
R1056	600.01	50	2440.21	9773.34	0	170	340	440.01
R1057	540.01	70	2370.2	10163.61	20	190	240	450.01
R1058	450.01	40	2250.18	10153.6	10	160	300	350
R1059	540.01	20	2590.23	10383.77	30	130	260	390.01
R1060	630.01	20	2530.22	9963.47	30	150	270	370.01
R1061	630.01	30	2470.21	10934.18	20	130	210	450.01
R1062	510.01	40	2480.21	9723.31	20	200	260	380.01
R1063	430.01	50	2430.21	10173.62	10	160	200	440.01
R1064	660.02	30	2650.25	9693.28	0	140	180	430.01
R1065	670.02	20	2410.2	10503.85	20	160	160	440.01
R1066	690.02	30	2510.22	10353.75	50	150	240	400.01
R1067	790.02	40	2470.21	10023.51	40	110	290	400.01
R1068	510.01	60	2330.19	9843.39	30	210	370	260
R1069	500.01	50	2440.21	10363.75	40	160	320	440.01
R1070	580.01	20	2620.24	9583.21	60	170	130	410.01
R1071	500.01	30	2450.21	10193.63	40	120	180	340
R1072	580.01	40	2430.21	10113.57	10	160	240	390.01
R1073	640.01	20	2870.29	10914.16	10	160	190	320
R1074	440.01	50	2390.2	9873.41	50	200	240	550.01
R1075	540.01	30	2360.19	10143.6	20	230	210	310
R1076	590.01	20	2680.25	9693.28	20	120	170	300
R1077	490.01	30	2410.2	10113.57	10	110	300	420.01
R1078	390.01	10	2320.19	9793.35	40	150	250	310
R1079	660.02	40	2830.28	10213.64	40	180	240	350
R1080	570.01	60	2450.21	10874.13	40	110	250	400.01
R1081	620.01	50	2510.22	10013.5	20	150	250	440.01
R1082	610.01	20	2410.2	9973.48	40	170	280	390.01
R1083	530.01	50	2360.19	9813.37	0	180	260	410.01
R1084	600.01	20	2520.22	10223.65	30	160	250	430.01
R1085	480.01	40	2640.24	9653.26	10	140	280	370.01
R1086	470.01	40	2390.2	9933.45	0	200	300	390.01
R1087	630.01	30	2460.21	9793.35	10	180	250	390.01
R1088	550.01	20	2680.25	10513.86	30	80	220	350
R1089	500.01	50	2600.24	10493.85	30	100	310	420.01
R1090	550.01	30	2280.18	11034.25	30	230	240	400.01
R1091	370	60	2720.26	10143.6	30	190	240	290
R1092	570.01	70	2580.23	10553.89	40	190	290	300
R1093	490.01	30	2290.18	10834.1	10	110	290	310
R1094	620.01	0	2740.26	9393.08	30	180	240	310
R1095	520.01	10	2490.22	10023.51	30	160	210	430.01
R1096	450.01	10	2570.23	10623.94	20	130	270	360
R1097	700.02	20	2590.23	9893.42	20	150	280	330
R1098	470.01	50	2430.21	10223.65	10	200	370	320
R1099	560.01	20	2490.22	9973.48	20	190	310	420.01
R1100	530.01	40	2380.2	10173.62	20	170	280	400.01
R1101	550.01	10	2660.25	9483.14	20	170	270	250
R1102	520.01	50	2620.24	10533.88	0	170	300	360
R1103	720.02	40	2610.24	10663.97	30	140	240	310
R1104	620.01	40	2600.24	10203.64	80	160	180	270
R1105	470.01	20	2610.24	10233.66	20	210	260	340
R1106	660.02	30	2760.27	9603.22	10	140	220	200
R1107	610.01	60	2510.22	9883.41	20	150	240	400.01
R1108	530.01	20	2450.21	9963.47	20	170	260	380.01
R1109	610.01	20	2460.21	9943.46	20	170	230	390.01
R1110	550.01	70	2760.27	9713.3	50	200	180	410.01
R1111	510.01	20	2570.23	9843.39	10	190	260	290
R1112	600.01	40	2400.2	10183.62	40	150	270	420.01
R1113	560.01	20	2260.18	9743.32	40	120	280	480.01
R1114	570.01	30	2620.24	10904.15	30	120	220	360
R1115	470.01	50	2770.27	10053.53	20	170	240	350
R1116	410.01	30	2610.24	10143.6	10	190	220	370.01
R1117	670.02	50	2390.2	10033.52	50	180	340	340
R1118	630.01	40	2500.22	10343.74	30	200	230	380.01
R1119	570.01	0	2380.2	10293.7	40	160	210	320
R1120	550.01	40	2630.24	10083.55	10	170	210	280
R1121	360	40	2560.23	10213.64	40	200	230	310
R1122	460.01	40	2560.23	10734.03	40	160	290	380.01
R1123	610.01	10	2650.25	9753.32	30	170	310	410.01
R1124	620.01	50	2400.2	9883.41	60	150	330	410.01
R1125	500.01	60	2330.19	10123.58	0	190	210	490.01
R1126	650.01	40	2600.24	9683.28	10	130	240	270
R1127	590.01	50	2250.18	9973.48	20	170	290	240
R1128	560.01	30	2140.16	10834.1	20	70	230	360
R1129	590.01	60	2470.21	10433.8	40	200	240	390.01
R1130	660.02	60	2320.19	10153.6	30	140	210	420.01
R1131	470.01	60	2380.2	10623.94	0	110	250	470.01
R1132	550.01	10	2650.25	9703.29	20	170	220	360
R1133	640.01	20	2490.22	10173.62	0	200	310	340
R1134	610.01	40	2200.17	9893.42	20	130	220	430.01
R1135	550.01	10	2550.23	10173.62	0	200	220	330
R1136	540.01	10	2330.19	9973.48	10	100	280	400.01
R1137	510.01	30	2470.21	11204.39	10	130	180	360
R1138	550.01	40	2860.29	10203.64	0	160	300	320
R1139	580.01	50	2730.26	10794.07	40	230	290	510.01
R1140	610.01	10	2550.23	9643.25	50	200	310	410.01
R1141	570.01	20	2850.28	9883.41	50	180	320	300
R1142	560.01	20	2290.18	10774.06	40	80	220	330
R1143	440.01	10	2460.21	10193.63	0	160	330	370.01
R1144	700.02	40	2460.21	10453.82	30	150	170	530.01
R1145	530.01	40	2500.22	9753.32	30	110	250	490.01
R1146	630.01	50	2520.22	10293.7	30	130	240	330
R1147	470.01	60	2670.25	9853.39	30	130	300	410.01
R1148	690.02	40	2530.22	10173.62	10	120	180	380.01
R1149	540.01	10	2260.18	10393.78	10	140	270	380.01
R1150	550.01	40	2340.19	10433.8	20	100	400.01	350
R1151	630.01	50	2370.2	10213.64	40	150	300	320
R1152	510.01	20	2500.22	10283.7	50	160	250	410.01
R1153	570.01	50	2540.22	10013.5	20	210	180	430.01
R1154	640.01	30	2200.17	10633.95	10	120	220	300
R1155	590.01	10	2300.18	9723.31	50	140	240	350
R1156	630.01	60	2460.21	9993.49	30	70	260	300
R1157	650.01	20	2590.23	9833.38	30	170	190	410.01
R1158	520.01	30	2560.23	10463.83	30	100	190	420.01
R1159	530.01	20	2510.22	10183.62	10	120	250	340
R1160	620.01	10	2390.2	10153.6	0	70	340	410.01
R1161	580.01	40	2710.26	10313.72	40	190	210	350
R1162	570.01	20	2120.16	9963.47	60	140	190	340
R1163	500.01	20	2130.16	10173.62	10	190	110	330
R1164	480.01	20	2600.24	9613.23	10	160	340	420.01
R1165	700.02	20	2560.23	9883.41	10	190	220	410.01
R1166	500.01	20	2390.2	10183.62	30	150	180	450.01
R1167	540.01	50	2440.21	10313.72	50	160	230	430.01
R1168	610.01	30	2370.2	10153.6	30	150	160	380.01
R1169	590.01	40	2450.21	9873.41	40	210	250	430.01
R1170	400.01	0	2610.24	9813.37	20	230	220	410.01
R1171	540.01	30	2400.2	10603.93	40	170	250	450.01
R1172	600.01	40	2290.18	9853.39	20	180	210	410.01
R1173	470.01	30	2490.22	10143.6	20	190	240	450.01
R1174	520.01	40	2660.25	10013.5	50	210	200	380.01
R1175	530.01	20	2450.21	9383.08	30	150	200	430.01
R1176	490.01	70	2450.21	10163.61	20	190	230	350
R1177	630.01	50	2790.27	9843.39	10	140	270	410.01
R1178	610.01	30	2210.17	9943.46	10	150	230	430.01
R1179	570.01	40	2580.23	10343.74	30	130	200	280
R1180	460.01	30	2540.22	10083.55	20	90	250	390.01
R1181	650.01	50	2600.24	10383.77	20	80	250	360
R1182	570.01	90	2670.25	10393.78	10	60	330	300
R1183	470.01	20	2430.21	10153.6	40	140	230	320
R1184	590.01	10	2370.2	10834.1	10	120	260	330
R1185	640.01	20	2410.2	9923.44	60	150	230	360
R1186	450.01	30	2590.23	9953.46	40	130	260	350
R1187	490.01	50	2290.18	10303.71	40	110	280	360
R1188	500.01	30	2350.19	10373.76	20	160	280	410.01
R1189	550.01	10	2640.24	10113.57	10	180	190	390.01
R1190	630.01	50	2300.18	10013.5	10	130	210	340
R1191	640.01	30	2580.23	10093.56	30	170	280	370.01
R1192	770.02	20	2580.23	10874.13	30	150	270	330
R1193	470.01	30	2470.21	10543.89	30	100	310	420.01
R1194	540.01	50	2720.26	11064.28	20	150	290	410.01
R1195	600.01	40	2520.22	9323.04	0	190	290	370.01
R1196	650.01	0	2400.2	10553.89	30	160	220	280
R1197	730.02	50	2770.27	9543.18	60	160	290	370.01
R1198	500.01	50	2490.22	9903.43	10	190	220	380.01
R1199	530.01	30	2810.28	9853.39	40	180	290	340
R1200	540.01	70	2860.29	9983.48	20	120	160	470.01
R1201	570.01	20	2470.21	10704	40	140	300	440.01
R1202	540.01	40	2630.24	10013.5	10	110	290	360
R1203	660.02	80	2600.24	10293.7	0	140	350	430.01
R1204	440.01	40	2590.23	10183.62	20	130	190	320
R1205	500.01	30	2610.24	9823.37	10	220	270	350
R1206	530.01	10	2620.24	10273.69	40	80	240	380.01
R1207	510.01	50	2660.25	10533.88	60	120	330	400.01
R1208	580.01	20	2600.24	9663.26	40	110	250	380.01
R1209	460.01	30	2580.23	10083.55	0	160	310	330
R1210	520.01	40	2340.19	10233.66	40	170	380.01	380.01
R1211	490.01	60	2820.28	10223.65	30	170	360	390.01
R1212	650.01	30	2520.22	10523.87	20	180	240	280
R1213	640.01	40	2520.22	9913.43	50	90	260	390.01
R1214	600.01	20	2330.19	9963.47	50	130	270	360
R1215	600.01	20	2470.21	9573.2	10	190	380.01	400.01
R1216	660.02	30	2540.22	10283.7	30	130	230	290
R1217	590.01	50	2520.22	10033.52	30	120	250	490.01
R1218	590.01	30	2620.24	10073.55	10	150	330	490.01
R1219	580.01	20	2720.26	10163.61	30	120	340	400.01
R1220	520.01	30	2710.26	10583.91	10	170	280	450.01
R1221	580.01	20	2640.24	9573.2	0	150	220	430.01
R1222	580.01	40	2580.23	9913.43	30	160	310	330
R1223	550.01	40	2280.18	10073.55	0	160	270	280
R1224	610.01	30	2700.25	10433.8	30	100	180	410.01
R1225	480.01	30	2560.23	10473.83	0	140	300	430.01
R1226	600.01	30	2470.21	9953.46	30	210	280	370.01
R1227	470.01	50	2550.23	10263.68	0	160	270	310
R1228	550.01	10	2510.22	10433.8	20	180	320	430.01
R1229	550.01	50	2510.22	10213.64	10	170	310	340
R1230	650.01	30	2730.26	9693.28	10	190	260	350
R1231	630.01	30	2310.19	10043.52	20	180	340	350
R1232	550.01	60	2360.19	9803.36	10	140	220	340
R1233	530.01	50	2390.2	10293.7	20	140	270	340
R1234	550.01	20	2530.22	10043.52	20	70	220	370.01
R1235	650.01	30	2690.25	10543.89	20	160	240	360
R1236	650.01	40	2520.22	10183.62	0	110	300	410.01
R1237	480.01	40	2990.31	9923.44	40	190	240	230
R1238	660.02	70	2320.19	9973.48	40	150	330	460.01
R1239	490.01	30	2400.2	10563.9	30	210	310	340
R1240	610.01	10	2720.26	10163.61	20	190	250	360
R1241	470.01	20	2350.19	10143.6	20	170	200	360
R1242	530.01	30	2880.29	10433.8	20	170	240	350
R1243	660.02	30	2520.22	10764.05	10	140	290	300
R1244	440.01	90	2470.21	10093.56	30	160	210	370.01
R1245	550.01	30	2340.19	10133.59	50	130	300	400.01
R1246	590.01	10	2590.23	10083.55	30	150	230	370.01
R1247	510.01	40	2350.19	10714.01	30	120	210	390.01
R1248	520.01	30	2490.22	10303.71	30	180	240	450.01
R1249	540.01	10	2320.19	10573.91	20	160	190	420.01
R1250	660.02	70	2460.21	10133.59	10	130	240	450.01
R1251	600.01	50	2390.2	9873.41	10	120	330	450.01
R1252	690.02	50	2200.17	10323.72	20	130	250	430.01
R1253	510.01	60	2500.22	10053.53	50	220	250	390.01
R1254	430.01	10	2590.23	9693.28	20	110	190	330
R1255	500.01	70	2680.25	9383.08	20	90	260	290
R1256	480.01	20	2270.18	10303.71	20	170	310	350
R1257	560.01	10	2440.21	10153.6	30	110	190	310
R1258	670.02	90	2580.23	9743.32	10	170	220	420.01
R1259	670.02	40	2610.24	9933.45	40	150	230	350
R1260	440.01	20	2270.18	9583.21	0	200	260	450.01
R1261	610.01	40	2210.17	9313.03	50	200	300	460.01
R1262	540.01	30	2450.21	9973.48	10	180	330	310
R1263	470.01	10	2130.16	9232.98	60	160	260	410.01
R1264	610.01	10	2310.19	10033.52	10	140	300	430.01
R1265	550.01	30	2290.18	10153.6	20	100	280	330
R1266	710.02	40	2710.26	10543.89	10	180	230	400.01
R1267	640.01	50	2310.19	10353.75	30	160	280	320
R1268	530.01	10	2480.21	10383.77	40	110	170	280
R1269	430.01	40	2490.22	10213.64	60	110	260	400.01
R1270	420.01	0	2460.21	10143.6	30	160	260	390.01
R1271	640.01	20	2510.22	9913.43	50	180	270	440.01
R1272	620.01	50	2470.21	10003.5	10	120	340	380.01
R1273	620.01	40	2550.23	10704	20	180	270	290
R1274	550.01	50	2650.25	10694	30	100	300	370.01
R1275	560.01	70	2500.22	9993.49	0	180	260	310
R1276	630.01	40	2500.22	10023.51	30	180	210	380.01
R1277	530.01	30	2500.22	10103.57	60	110	250	300
R1278	570.01	20	2310.19	10223.65	10	110	250	460.01
R1279	540.01	40	2390.2	9783.34	20	100	160	340
R1280	530.01	40	2470.21	10303.71	0	110	220	380.01
R1281	520.01	30	2500.22	10273.69	60	100	210	470.01
R1282	490.01	0	2320.19	10273.69	50	90	300	410.01
R1283	610.01	50	2490.22	9753.32	40	70	280	320
R1284	520.01	0	2550.23	10023.51	10	120	230	420.01
R1285	600.01	40	2140.16	10133.59	20	170	300	360
R1286	530.01	30	2520.22	10724.02	20	100	210	340
R1287	640.01	40	2710.26	9473.14	20	190	250	390.01
R1288	560.01	40	2390.2	10083.55	10	160	350	360
R1289	590.01	30	2460.21	10213.64	30	140	170	380.01
R1290	700.02	40	2400.2	10233.66	10	200	320	330
R1291	540.01	50	2590.23	10463.83	10	120	240	360
R1292	740.02	10	2510.22	10063.54	20	130	230	330
R1293	440.01	0	2390.2	10203.64	10	160	310	350
R1294	560.01	50	2370.2	10013.5	30	120	230	220
R1295	630.01	20	2380.2	9603.22	40	150	240	420.01
R1296	600.01	20	2330.19	10193.63	50	140	300	400.01
R1297	520.01	50	2440.21	9473.14	40	260	180	410.01
R1298	640.01	20	2450.21	10103.57	30	90	320	410.01
R1299	510.01	40	2450.21	10473.83	30	100	180	390.01
R1300	550.01	40	2230.17	9393.08	30	110	150	430.01
R1301	470.01	40	2060.15	9443.12	10	140	160	490.01
R1302	510.01	30	2610.24	10243.67	20	170	280	430.01
R1303	640.01	20	2710.26	9833.38	10	130	290	390.01
R1304	610.01	20	2630.24	9533.18	30	240	220	500.01
R1305	480.01	40	2570.23	9893.42	0	140	300	470.01
R1306	540.01	20	2200.17	9653.26	10	130	160	370.01
R1307	640.01	100	2390.2	10533.88	50	230	300	370.01
R1308	550.01	30	2490.22	10603.93	10	100	250	440.01
R1309	490.01	30	2460.21	10143.6	0	150	270	500.01
R1310	490.01	20	2200.17	10483.84	10	170	250	450.01
R1311	620.01	10	2680.25	10363.75	10	90	360	350
R1312	500.01	30	2640.24	9923.44	40	150	250	350
R1313	500.01	30	2330.19	10133.59	30	210	380.01	330
R1314	690.02	20	2320.19	10073.55	10	130	180	440.01
R1315	580.01	60	2390.2	9733.31	20	180	180	270
R1316	600.01	50	2420.2	10333.73	10	80	280	310
R1317	710.02	70	2570.23	10583.91	50	130	330	410.01
R1318	450.01	0	2540.22	9943.46	0	170	250	380.01
R1319	680.02	30	2430.21	10123.58	30	140	230	320
R1320	680.02	30	2090.15	10323.72	40	190	270	380.01
R1321	590.01	60	2630.24	10023.51	30	100	270	410.01
R1322	540.01	50	2460.21	10263.68	30	90	360	430.01
R1323	530.01	40	2340.19	9743.32	30	150	260	510.01
R1324	660.02	20	2150.16	10253.67	10	160	200	390.01
R1325	610.01	60	2560.23	10273.69	30	120	220	420.01
R1326	590.01	10	2490.22	10423.8	20	210	240	360
R1327	580.01	50	2450.21	10603.93	50	180	300	550.01
R1328	520.01	20	2440.21	10273.69	20	160	350	310
R1329	570.01	10	2330.19	10023.51	20	230	310	390.01
R1330	520.01	40	2370.2	9903.43	20	140	300	360
R1331	550.01	30	2550.23	10123.58	10	200	310	290
R1332	570.01	40	2310.19	10213.64	30	110	330	340
R1333	640.01	20	2340.19	10363.75	50	100	220	350
R1334	540.01	60	2750.26	9763.33	20	190	150	470.01
R1335	550.01	0	2350.19	10253.67	0	170	270	360
